0.0,11.0,8.0,11.0,10.0,8.0,0.0,8.0,7.0,11.0,8.0,11.0,10.0,10.0,7.0,10.0,9.0,10.0,41.0,28.0
0.0,8.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,8.0,8.0,0.0,8.0,7.0,8.0,31.0,22.0
0.0,10.0,8.0,11.0,10.0,8.0,0.0,9.0,8.0,11.0,9.0,10.0,10.0,10.0,8.0,10.0,9.0,10.0,59.0,36.0
0.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,39.0,25.0
0.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.0,6.0,0.0,6.0,5.0,5.0,79.0,47.0
0.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,47.0,29.0
0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,11.0,9.0
0.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.0,6.0,0.0,6.0,5.0,6.0,23.0,17.0
0.0,11.0,11.0,11.0,10.0,11.0,8.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0,49.0
0.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,37.0,18.0
0.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,48.0,27.0
0.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,37.0,24.0
0.0,5.0,4.0,5.0,4.0,4.0,0.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,23.0,14.0
0.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,13.0,10.0
0.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,39.0,26.0
0.0,9.0,8.0,9.0,8.0,8.0,4.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,39.0,26.0
0.0,10.0,8.0,10.0,9.0,8.0,0.0,8.0,7.0,10.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,63.0,38.0
0.0,9.0,8.0,9.0,8.0,8.0,0.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,55.0,33.0
0.0,7.0,6.0,8.0,7.0,6.0,0.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,59.0,33.0
0.0,7.0,7.0,7.0,6.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,29.0,20.0
0.0,8.0,8.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,29.0,21.0
0.0,8.0,7.0,8.0,7.0,7.0,0.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,55.0,32.0
0.0,9.0,7.0,10.0,9.0,7.0,0.0,8.0,7.0,10.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,55.0,32.0
0.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,13.0,10.0
0.0,7.0,7.0,7.0,6.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,37.0,23.0
0.0,6.0,7.0,7.0,7.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,50.0,29.0
0.0,5.0,5.0,6.0,5.0,5.0,0.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,30.0,19.0
0.0,7.0,7.0,7.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,64.0,39.0
0.0,14.0,14.0,14.0,13.0,14.0,5.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,13.0,67.0,45.0
0.0,13.0,12.0,13.0,12.0,12.0,0.0,12.0,11.0,13.0,12.0,13.0,12.0,12.0,11.0,12.0,11.0,12.0,53.0,37.0
0.0,10.0,8.0,10.0,9.0,8.0,4.0,8.0,7.0,10.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,63.0,31.0
0.0,12.0,11.0,12.0,11.0,11.0,0.0,11.0,10.0,12.0,11.0,12.0,11.0,11.0,10.0,11.0,10.0,11.0,46.0,31.0
0.0,3.0,4.0,4.0,4.0,4.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,16.0,11.0
0.0,11.0,10.0,11.0,10.0,10.0,6.0,10.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,10.0,9.0,10.0,61.0,39.0
0.0,8.0,6.0,8.0,8.0,6.0,0.0,6.0,5.0,8.0,6.0,7.0,8.0,8.0,5.0,8.0,7.0,8.0,51.0,32.0
0.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,100.0,65.0
0.0,11.0,11.0,11.0,10.0,11.0,6.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,55.0,36.0
0.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,13.0,10.0
0.0,6.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,23.0,17.0
0.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,31.0,20.0
0.0,8.0,8.0,9.0,8.0,8.0,4.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,39.0,25.0
0.0,4.0,4.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,21.0,14.0
0.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,34.0,24.0
0.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,17.0,13.0
0.0,6.0,6.0,6.0,5.0,6.0,0.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,21.0,16.0
0.0,7.0,7.0,7.0,6.0,7.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,31.0,20.0
