0,5,6,6,5,6,5,7,6,6,7,6,6,5,6,6,5,4,46,29
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,6,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,24,17
0,9,10,10,10,10,5,11,11,10,11,10,10,10,11,10,9,9,114,65
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,11,10,11,10,10,7,10,9,11,10,11,10,10,9,10,9,10,58,40
0,8,8,8,7,8,0,8,7,8,8,8,7,7,7,7,6,7,37,27
0,19,18,20,19,18,4,19,18,20,19,20,19,19,18,19,18,18,110,64
0,3,2,4,4,2,0,3,3,4,3,4,4,4,3,4,3,3,23,13
0,9,11,10,10,11,5,11,10,10,11,10,10,10,10,10,9,9,100,55
0,16,17,17,16,17,6,18,17,17,18,17,16,16,17,16,15,16,113,70
0,5,6,6,5,6,0,7,6,6,7,6,5,5,6,5,4,5,20,15
0,4,5,5,4,5,0,6,5,5,6,5,4,4,5,4,3,4,16,12
0,3,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,9
0,3,0,4,3,0,0,0,0,4,0,4,3,3,0,3,2,3,11,8
0,6,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,20,16
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,4,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,10
0,4,6,5,5,6,0,6,5,5,6,5,5,5,5,5,4,5,20,14
0,3,0,3,2,0,0,0,0,3,0,3,2,2,0,2,1,2,7,6
0,3,4,4,3,4,5,5,4,4,5,4,3,3,4,3,3,4,21,13
0,8,10,9,9,10,4,10,9,9,10,9,9,9,9,9,8,9,56,33
0,5,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,20,15
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,7,8,8,7,8,0,9,8,8,9,8,7,7,8,7,6,7,28,20
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,4,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,10
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,6,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,20,16
0,3,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,9
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,12
0,9,10,10,9,10,5,11,10,10,11,10,9,9,10,9,8,9,41,27
0,3,5,4,4,5,4,6,5,4,6,5,5,4,5,5,4,5,25,16
0,6,8,7,7,8,4,9,9,7,9,8,8,7,9,8,8,8,42,28
0,10,9,10,11,9,4,9,8,10,9,10,11,11,8,11,10,8,83,48
0,4,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,10
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,3,4,4,4,4,0,4,3,4,4,4,4,4,3,4,3,4,18,11
0,8,9,9,8,9,0,10,9,9,10,9,8,8,9,8,7,8,32,24
0,7,7,7,6,7,0,7,6,7,7,7,6,6,6,6,5,6,25,19
0,8,9,9,8,9,0,10,9,9,10,10,9,8,9,9,8,9,37,24
0,7,8,7,7,8,4,8,7,7,8,7,7,7,7,7,6,7,67,38
0,9,6,10,9,6,0,7,7,10,7,10,9,9,7,9,8,7,77,45
0,7,8,8,8,8,5,8,7,8,8,8,8,8,7,8,7,6,70,41
0,5,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,20,15
0,4,5,5,4,5,0,6,5,5,6,5,4,4,5,4,3,4,16,12
0,0,2,1,1,2,0,3,3,1,3,2,2,1,3,2,1,2,8,6
0,11,12,11,11,12,4,12,11,11,12,11,11,11,11,11,10,11,67,41
0,3,4,3,2,4,0,4,3,3,4,3,2,2,3,2,1,2,8,7
0,4,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,10
0,10,10,10,9,10,5,10,9,10,10,10,9,9,9,9,8,7,56,36
0,5,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,13
0,4,5,4,3,5,0,5,4,4,5,4,3,3,4,3,2,3,12,10
0,5,7,6,6,7,0,7,6,6,7,6,6,6,6,6,5,6,28,19
0,6,7,6,5,7,0,7,6,6,7,6,5,5,6,5,4,5,20,15
0,9,10,9,9,10,0,10,10,9,10,9,9,9,10,9,8,8,35,24
0,4,6,5,4,6,0,6,5,5,6,5,4,4,5,4,3,4,16,12
1,15,16,16,15,16,0,17,16,16,17,16,15,15,16,15,14,15,60,41
0,7,8,7,6,8,0,8,7,7,8,7,6,6,7,6,5,6,28,20
